역번호,역사명,노선번호,노선명,영문역사명,한자역사명,환승역구분,환승노선번호,환승노선명,역위도,역경도,운영기관명,역사도로명주소,역사전화번호,데이터기준일자,제공기관코드,제공기관명
451,고잔역,k0302,안산선,Gojan,古 棧,일반역,,,37.316821,126.823094,한국철도공사,경기도 안산시 단원구 중앙대로 784,1544-7788,2020-12-31,B551457,한국철도공사
452,초지역,k0302,안산선,Choji,草 芝,일반역,,,37.320583,126.806151,한국철도공사,경기도 안산시 단원구 중앙대로 620,1544-7788,2020-12-31,B551457,한국철도공사
453,안산역,k0302,안산선,Ansan,安 山,일반역,,,37.327006,126.788748,한국철도공사,경기도 안산시 단원구 중앙대로 462,1544-7788,2020-12-31,B551457,한국철도공사
454,신길온천역,k0302,안산선,Singiloncheon,新 吉溫 泉,일반역,,,37.337488,126.767306,한국철도공사,경기도 안산시 단원구 황고개로 2,1544-7788,2020-12-31,B551457,한국철도공사
455,정왕역,k0302,안산선,Jeongwang,正 往,일반역,,,37.351816,126.742844,한국철도공사,경기도 시흥시 마유로 418길 15,1544-7788,2020-12-31,B551457,한국철도공사
456,오이도역,k0302,안산선,Oido,烏耳島,환승역,k0302+k2015,안산/수인,37.361773,126.738437,한국철도공사,경기도 시흥시 역전로 430,1544-7788,2020-12-31,B551457,한국철도공사
246,고색,K2015,수인선,Gosaek,古索,일반역,,,37.248829,126.977899,한국철도공사,경기도 수원시 권선구 매송고색로 지하690(고색동),1544-7788,2020-12-31,B551457,한국철도공사
247,오목천,K2015,수인선,Omokcheon,梧木川,일반역,,,37.243011,126.9636354,한국철도공사,경기도 수원시 권선구 삼천병마로 1576(오목천동),1544-7788,2020-12-31,B551457,한국철도공사
248,어천,K2015,수인선,Eocheon,漁川,일반역,,,37.250076,126.908805,한국철도공사,경기도 화성시 매송면 화성로 2227-5(어천리),1544-7788,2020-12-31,B551457,한국철도공사
249,야목,K2015,수인선,Yamok,野牧,일반역,,,37.261011,126.884290,한국철도공사,경기도 화성시 매송면 본오매송로 286(야목리),1544-7788,2020-12-31,B551457,한국철도공사
250,사리,K2015,수인선,Sari,四理,일반역,,,37.289982,126.856872,한국철도공사,경기도 안산시 상록구 충장로 93(사동),1544-7788,2020-12-31,B551457,한국철도공사
251,한대앞,K2015,수인선,Hangyang Univ. at Ansan,漢大앞,환승역,K2015,수인/4,37.309685,126.853656,한국철도공사,경기도 안산시 상록구 충장로 337,1544-7788,2020-12-31,B551457,한국철도공사
252,중앙,K2015,수인선,Jungang,中央,환승역,K2015,수인/4,37.316055,126.838532,한국철도공사,경기도 안산시 단원구 중앙대로 918,1544-7788,2020-12-31,B551457,한국철도공사
253,고잔,K2015,수인선,Gojan,古棧,환승역,K2015,수인/4,37.316821,126.823094,한국철도공사,경기도 안산시 상록구 충장로 337,1544-7788,2020-12-31,B551457,한국철도공사
254,초지,K2015,수인선,Choji,草芝,환승역,K2015,수인/4,37.320583,126.806151,한국철도공사,경기도 안산시 단원구 중앙대로 784,1544-7788,2020-12-31,B551457,한국철도공사
255,안산,K2015,수인선,Ansan,安山,환승역,K2015,수인/4,37.327006,126.788748,한국철도공사,경기도 안산시 단원구 중앙대로 620,1544-7788,2020-12-31,B551457,한국철도공사
256,신길온천,K2015,수인선,Singiloncheon,新吉溫泉,환승역,K2015,수인/4,37.337488,126.767306,한국철도공사,경기도 안산시 단원구 중앙대로 462,1544-7788,2020-12-31,B551457,한국철도공사
257,정왕,K2015,수인선,Jeongwang,正往(韓國産業技術大),환승역,K2015,수인/4,37.351816,126.742844,한국철도공사,경기도 안산시 단원구 황고개로 2,1544-7788,2020-12-31,B551457,한국철도공사
258,오이도,K2015,수인선,Oido,烏耳島,환승역,K2015,수인/4,37.361773,126.738437,한국철도공사,경기도 시흥시 역전로 430,1544-7788,2020-12-31,B551457,한국철도공사
259,달월역,K2015,수인선,Darwol,達月,일반역,,,37.379993,126.745431,한국철도공사,경기도 시흥시 서해안로 736번길 55(월곶동),1544-7788,2020-12-31,B551457,한국철도공사
260,월곶역,K2015,수인선,Wolgot,月串,일반역,,,37.391890,126.742741,한국철도공사,경기도 시흥시 월곶 중앙로 14번길,1544-7788,2020-12-31,B551457,한국철도공사
261,소래포구역,K2015,수인선,Soraepogu,蘇來浦口,일반역,,,37.400963,126.733533,한국철도공사,인천시 남동구 소래역로 51,1544-7788,2020-12-31,B551457,한국철도공사
262,인천논현역,K2015,수인선,Incheon Nonhyeon,仁川論峴,일반역,,,37.400641,126.722495,한국철도공사,인천시 남동구 청능대로 567,1544-7788,2020-12-31,B551457,한국철도공사
3110,계양,S2801,인천지하철 1호선,Gyeyang,桂陽,환승역,I2801+S2801,공항철도,37.571539,126.736319,인천교통공사,인천광역시 계양구 다남로 24,032-710-9105,2020-11-30,B551894,인천교통공사
263,호구포역,K2015,수인선,Hogupo,虎口浦,일반역,,,37.401622,126.708682,한국철도공사,인천시 남동구 호구포로 205,1544-7788,2020-12-31,B551457,한국철도공사
264,남동인더스파크역,K2015,수인선,Namdong Induspark,,일반역,,,37.407868,126.695613,한국철도공사,인천광역시 남동구 고잔동 970-14,1544-7788,2020-12-31,B551457,한국철도공사
265,원인재역,K2015,수인선,Woninjae,源仁齋,환승역,K2015,수인/인천1,37.412921,126.686952,한국철도공사,인천시 연수구 벚꽃로 195,1544-7788,2020-12-31,B551457,한국철도공사
266,연수역,K2015,수인선,Yeonsu,延壽,일반역,,,37.417769,126.678991,한국철도공사,인천시 연수구 벚꽃로 115,1544-7788,2020-12-31,B551457,한국철도공사
267,송도역,K2015,수인선,Songdo,松島,일반역,,,37.417769,126.678991,한국철도공사,인천시 연수구 비류대로 175(옥련동),1544-7788,2020-12-31,B551457,한국철도공사
269,인하대역,K2015,수인선,Inha Univ.,仁荷大,일반역,,,37.448191,126.649832,한국철도공사,인천시 남구 용현동 294-3,1544-7788,2020-12-31,B551457,한국철도공사
270,숭의역,K2015,수인선,Sungui,崇 義,일반역,,,37.460891,126.638035,한국철도공사,인천시 남구 인주대로 지하6,1544-7788,2020-12-31,B551457,한국철도공사
271,신포역,K2015,수인선,Sinpo,新 浦,일반역,,,37.468442,126.624509,한국철도공사,인천시 중구 사동 26-19,1544-7788,2020-12-31,B551457,한국철도공사
114,옥수역,k0205,경의중앙선,Oksu,玉 水,환승역,,경의중앙/3,37.540514,127.018698,한국철도공사,서울시 성동구 동호로 지하21(옥수동),1544-7788,2020-12-31,B551457,한국철도공사
115,응봉역,k0205,경의중앙선,Eungbong,鷹 峰,일반역,,,37.550433,127.034824,한국철도공사,서울시 성동구 고산자로 123(응봉동),1544-7788,2020-12-31,B551457,한국철도공사
272,인천,K2015,수인선,Incheon,仁川,환승역,k0301+k2015,경인/수인,37.476364,126.616936,한국철도공사,인천시 중구 제물량로 269,1544-7788,2020-12-31,B551457,한국철도공사
101,판암,S3001,대전도시철도 1호선,Panam,板岩,일반역,,,36.316896,127.458264,대전광역시 도시철도공사,대전광역시 동구 옥천로 지하162 (판암동),042-539-3601,2021-05-21,B551918,대전광역시도시철도공사
102,신흥,S3001,대전도시철도 1호선,Sinheung,新興,일반역,,,36.319652,127.448792,대전광역시 도시철도공사,대전광역시 동구 옥천로 지하 70 (판암동),042-539-3602,2021-05-21,B551918,대전광역시도시철도공사
103,대동,S3001,대전도시철도 1호선,Dae-dong,大洞,일반역,,,36.329532,127.442848,대전광역시 도시철도공사,대전광역시 동구 계족로 지하 176 (대동),042-539-3603,2021-05-21,B551918,대전광역시도시철도공사
104,대전,S3001,대전도시철도 1호선,Daejeon,大田,일반역,,,36.331583,127.433118,대전광역시 도시철도공사,대전광역시 동구 중앙로 지하 218 (중동),042-539-3604,2021-05-21,B551918,대전광역시도시철도공사
105,중앙로,S3001,대전도시철도 1호선,Jungangno,中央路,일반역,,,36.328664,127.425842,대전광역시 도시철도공사,대전광역시 중구 중앙로 지하 145 (은행동),042-539-3605,2021-05-21,B551918,대전광역시도시철도공사
106,중구청,S3001,대전도시철도 1호선,Jung-gu Office,中區廳,일반역,,,36.324831,127.419627,대전광역시 도시철도공사,대전광역시 중구 중앙로 지하 71 (선화동),042-539-3606,2021-05-21,B551918,대전광역시도시철도공사
107,서대전네거리,S3001,대전도시철도 1호선,Seodaejeon negeori,西大田네거리,일반역,,,36.322416,127.412518,대전광역시 도시철도공사,대전광역시 중구 계룡로 지하 889(용두동),042-539-3607,2021-05-21,B551918,대전광역시도시철도공사
108,오룡,S3001,대전도시철도 1호선,Oryong,五龍,일반역,,,36.328582,127.405046,대전광역시 도시철도공사,대전광역시 중구 계룡로 지하 793(오류동),042-539-3608,2021-05-21,B551918,대전광역시도시철도공사
109,용문,S3001,대전도시철도 1호선,Yongmun,龍汶,일반역,,,36.338252,127.393317,대전광역시 도시철도공사,대전광역시 서구 계룡로 지하 644(용문동),042-539-3609,2021-05-21,B551918,대전광역시도시철도공사
110,탄방,S3001,대전도시철도 1호선,Tanbang,炭坊,일반역,,,36.345440,127.384603,대전광역시 도시철도공사,대전광역시 서구 문정로48번길 지하 19(탄방동),042-539-3610,2021-05-21,B551918,대전광역시도시철도공사
111,시청,S3001,대전도시철도 1호선,City Hall,市廳,일반역,,,36.351673,127.386739,대전광역시 도시철도공사,대전광역시 서구 둔산중로 지하 55(둔산동),042-539-3611,2021-05-21,B551918,대전광역시도시철도공사
112,정부청사,S3001,대전도시철도 1호선,Government  Complex Daejeon,政府廳舍,일반역,,,36.357661,127.381047,대전광역시 도시철도공사,대전광역시 서구 한밭대로 지하 744(둔산동),042-539-3612,2021-05-21,B551918,대전광역시도시철도공사
113,갈마,S3001,대전도시철도 1호선,Galma,葛馬,일반역,,,36.357522,127.372632,대전광역시 도시철도공사,대전광역시 서구 한밭대로 지하 666(갈마동),042-539-3613,2021-05-21,B551918,대전광역시도시철도공사
114,월평,S3001,대전도시철도 1호선,Wolpyeong,月坪,일반역,,,36.358272,127.364382,대전광역시 도시철도공사,대전광역시 서구 한밭대로 지하 595(월평동),042-539-3614,2021-05-21,B551918,대전광역시도시철도공사
115,갑천,S3001,대전도시철도 1호선,Gapcheon,甲川,일반역,,,36.354578,127.354467,대전광역시 도시철도공사,대전광역시 서구 갑천도시고속도로 지하 1833(월평동),042-539-3615,2021-05-21,B551918,대전광역시도시철도공사
116,유성온천,S3001,대전도시철도 1호선,Yuseong Spa,儒城溫泉,일반역,,,36.353689,127.341524,대전광역시 도시철도공사,대전광역시 유성구 계룡로 지하 97(봉명동),042-539-3616,2021-05-21,B551918,대전광역시도시철도공사
117,구암,S3001,대전도시철도 1호선,Guam,九岩,일반역,,,36.356605,127.330830,대전광역시 도시철도공사,대전광역시 유성구 유성대로 703(구암동),042-539-3617,2021-05-21,B551918,대전광역시도시철도공사
118,현충원,S3001,대전도시철도 1호선,National  Cemetery,顯忠院,일반역,,,36.359021,127.321525,대전광역시 도시철도공사,대전광역시 유성구 현충원로 지하 455(구암동),042-539-3618,2021-05-21,B551918,대전광역시도시철도공사
119,월드컵경기장,S3001,대전도시철도 1호선,World Cup  Stadium,월드컵競技場,일반역,,,36.366825,127.317859,대전광역시 도시철도공사,대전광역시 유성구 한밭대로 지하 155(노은동),042-539-3619,2021-05-21,B551918,대전광역시도시철도공사
120,노은,S3001,대전도시철도 1호선,Noeun,老隱,일반역,,,36.374150,127.317835,대전광역시 도시철도공사,대전광역시 유성구 노은로 지하 161(지족동),042-539-3620,2021-05-21,B551918,대전광역시도시철도공사
121,지족,S3001,대전도시철도 1호선,Jijok,智足,일반역,,,36.384106,127.319501,대전광역시 도시철도공사,대전광역시 유성구 노은로 273(지족동),042-539-3621,2021-05-21,B551918,대전광역시도시철도공사
122,반석,S3001,대전도시철도 1호선,Banseok,盤石,일반역,,,36.392128,127.314581,대전광역시 도시철도공사,대전광역시 유성구 북유성대로 지하 303(반석동),042-539-3622,2021-05-21,B551918,대전광역시도시철도공사
U110,발곡,L4101,의정부경전철,Balgok,鉢谷,일반역,,,37.7269917,127.0529098,㈜우진메트로,경기도 의정부시 장곡로 258,031-820-1000,2021-05-12,3820000,경기도 의정부시
U111,회룡,L4101,의정부경전철,Hoeryong,回龍,환승역,S1101+L4101,서울도시철도1호선+의정부경전철,37.7250156,127.0471082,㈜우진메트로,경기도 의정부시 평화로 363,031-820-1000,2021-05-12,3820000,경기도 의정부시
U112,범골,L4101,의정부경전철,Beomgol,,일반역,,,37.728796,127.0436639,㈜우진메트로,경기도 의정부시 신흥로 141,031-820-1000,2021-05-12,3820000,경기도 의정부시
U113,경전철의정부,L4101,의정부경전철,Lrt Uijeongbu,輕電鐵議政府,일반역,,,37.7373859,127.043314,㈜우진메트로,경기도 의정부시 신흥로 237,031-820-1000,2021-05-12,3820000,경기도 의정부시
U114,의정부시청,L4101,의정부경전철,Uijeongbu City Hall,議政府市廳,일반역,,,37.7392416,127.0348664,㈜우진메트로,경기도 의정부시 의정부로 69,031-820-1000,2021-05-12,3820000,경기도 의정부시
U115,흥선,L4101,의정부경전철,Heungseon,興宣,일반역,,,37.7432842,127.0371212,㈜우진메트로,경기도 의정부시 호국로 1197,031-820-1000,2021-05-12,3820000,경기도 의정부시
U117,의정부중앙,L4101,의정부경전철,Uijeongbu Jung-ang,議政府中央,일반역,,,37.7436839,127.0496634,㈜우진메트로,경기도 의정부시 호국로 1305,031-820-1000,2021-05-12,3820000,경기도 의정부시
U118,동오,L4101,의정부경전철,Dong-o,東梧,일반역,,,37.7452685,127.056979,㈜우진메트로,경기도 의정부시 장곡로 471,031-820-1000,2021-05-12,3820000,경기도 의정부시
3135,지식정보단지,S2801,인천지하철 1호선,BIT Zone,知識情報團地,일반역,-,-,37.378021,126.645412,인천교통공사,인천광역시 연수구 인천타워대로 57,032-451-3185,2020-11-30,B551894,인천교통공사
3136,인천대입구,S2801,인천지하철 1호선,Incheon National University,仁川大入口,일반역,-,-,37.386239,126.639351,인천교통공사,인천광역시 연수구 인천타워대로 155,032-451-3186,2020-11-30,B551894,인천교통공사
3137,센트럴파크,S2801,인천지하철 1호선,Central Park,-,일반역,-,-,37.392833,126.635002,인천교통공사,인천광역시 연수구 인천타워대로 240,032-451-3187,2020-11-30,B551894,인천교통공사
3138,국제업무지구,S2801,인천지하철 1호선,Int''''''''''''''''''''''''''''''''''''''''''''''',國際業務地區,일반역,-,-,37.400464,126.630094,인천교통공사,인천광역시 연수구 인천타워대로 334,032-451-3188,2020-11-30,B551894,인천교통공사
3201,검단오류,S2802,인천지하철 2호선,Geomdan Oryu,黔丹梧柳,일반역,-,-,37.595162,126.629206,인천교통공사,인천광역시 서구 검단로 187 (오류동),032-451-4301,2020-11-30,B551894,인천교통공사
3202,왕길,S2802,인천지하철 2호선,Wanggil,旺吉,일반역,-,-,37.592191,126.642284,인천교통공사,인천광역시 서구 검단로 323 (왕길동),032-451-4302,2020-11-30,B551894,인천교통공사
3203,검단사거리,S2802,인천지하철 2호선,Geomdan Sageori,黔丹十字路口,일반역,-,-,37.601693,126.656545,인천교통공사,인천광역시 서구 검단로 473 (왕길동),032-451-4303,2020-11-30,B551894,인천교통공사
3204,마전,S2802,인천지하철 2호선,Majeon,麻田,일반역,-,-,37.597756,126.667195,인천교통공사,인천광역시 서구 완정로 68 (마전동),032-451-4304,2020-11-30,B551894,인천교통공사
