연도,학교급,학교세부유형,고등학교유형,시도,행정구,교육지원청,학교명,본분교,학교상태,설립,남녀공학,우편번호,도로명주소,연락처,팩스번호,홈페이지
2020,유치원,유치원,,세종,세종시,세종특별자치시,여울유치원,본교,기존(원)교,공립,,301-50 ,세종특별자치시 보람1길 15 여울유치원,044-999-6200,044-999-6229,http://yeoul.sjedukg.kr
2020,유치원,유치원,,세종,세종시,세종특별자치시,연남초등학교병설유치원,본교,기존(원)교,공립,,300-58 ,세종특별자치시  연기면 연기길 2 .연남초등학교병설유치원(연기면. 연남초등학교),044-863-4500,044-863-5717,http://yeonnam.sjedues.kr
2020,유치원,유치원,,세종,세종시,세종특별자치시,연동초등학교병설유치원,본교,기존(원)교,공립,,300-69 ,세종특별자치시  연동면 청연로 606-36 (연동면),044-864-7831,044-866-9992,http://yd.sjedues.kr
2020,유치원,유치원,,세종,세종시,세종특별자치시,연봉초등학교병설유치원,본교,기존(원)교,공립,,300-47 ,세종특별자치시  연서면 당산로 357-1 (연서면. 연봉초등학교),044-867-7024,044-867-5712,http://
2020,유치원,유치원,,세종,세종시,세종특별자치시,연서초등학교병설유치원,본교,기존(원)교,공립,,300-44 ,세종특별자치시  연서면 연서로 148 . 연서초등학교 (연서면. 연서초등학교),044-867-3452,044-867-7134,http://yeonseo.sjedues.kr
2020,유치원,유치원,,세종,세종시,세종특별자치시,연세유치원,본교,기존(원)교,공립,,301-04 ,세종특별자치시  다솜로 291 (어진동. 연세유치원),044-905-6599,044-865-3752,http://yeonse.sjedukg.kr/index.do?sso=ok
2020,유치원,유치원,,세종,세종시,세종특별자치시,연양유치원,본교,기존(원)교,공립,,300-64 ,세종특별자치시  도움3로 47-9 . 연양유치원 (어진동. 연양유치원),044-998-7405,044-998-7408,http://yeonyang.sjedukg.kr
2020,유치원,유치원,,세종,세종시,세종특별자치시,온빛유치원,본교,기존(원)교,공립,,301-01 ,세종특별자치시  만남로 170 . 온빛유치원 (고운동),044-716-6503,044-716-6536,http://onbit.sjedukg.kr
2020,유치원,유치원,,세종,세종시,세종특별자치시,올망유치원,본교,기존(원)교,공립,,300-64 ,세종특별자치시  도움1로 43 (종촌동),044-716-6405,044-716-6436,http://olmang.sjedukg.kr
2020,유치원,유치원,,세종,세종시,세종특별자치시,으뜸유치원,본교,기존(원)교,공립,,300-63 ,세종특별자치시  마음로 130 으뜸유치원 (고운동),044-716-6102,044-716-6135,http://eutteum.sjedukg.kr
2020,유치원,유치원,,세종,세종시,세종특별자치시,의랑초등학교병설유치원,본교,기존(원)교,공립,,300-50 ,세종특별자치시  장군면 태산길 50-1 (장군면. 의랑초등학교),044-855-0868,044-855-0788,http://uirang.es.kr
2020,유치원,유치원,,세종,세종시,세종특별자치시,장기초등학교병설유치원,본교,기존(원)교,공립,,300-53 ,세종특별자치시  장군면 장척로 398-9 (장군면),044-858-1249,044-857-1007,http://janggi.sjedues.kr
2020,유치원,유치원,,세종,세종시,세종특별자치시,전동초등학교병설유치원,본교,기존(원)교,공립,,300-11 ,세종특별자치시  전동면 하노장3길 9 (전동면. 전동초등학교),044-863-1248,044-863-5716,http://jeondong.sjedues.kr
2020,유치원,유치원,,세종,세종시,세종특별자치시,전의유치원,본교,기존(원)교,사립,,300-06 ,세종특별자치시  전의면 오얏고지길 3-8 (전의면),044-863-7722,044-863-8833,http://
2020,유치원,유치원,,세종,세종시,세종특별자치시,전의초등학교병설유치원,본교,기존(원)교,공립,,300-04 ,세종특별자치시  전의면 운주산로 1204-9 . 전의초등학교 (전의면. 전의초등학교),044-863-1451,044-863-6552,http://jeonui.sjedues.kr
2020,유치원,유치원,,세종,세종시,세종특별자치시,조치원교동초등학교병설유치원,본교,기존(원)교,공립,,300-24 ,세종특별자치시  조치원읍 새내18길 21 (조치원읍. 교동초등학교),041-866-6169,044-863-6473,http://jk.sjedues.kr/
2020,유치원,유치원,,세종,세종시,세종특별자치시,조치원대동초등학교병설유치원,본교,기존(원)교,공립,,300-29 ,세종특별자치시  조치원읍 대동학교길 11 . 조치원대동초등학교병설유치원 (조치원읍),044-861-4605,044-867-3423,http://jdd.es.kr
2020,유치원,유치원,,세종,세종시,세종특별자치시,조치원명동초등학교병설유치원,본교,기존(원)교,공립,,300-26 ,세종특별자치시  조치원읍 조치원10길 35 (조치원읍),044-866-5786,044-866-9990,http://jmd.sjedues.kr
2020,유치원,유치원,,세종,세종시,세종특별자치시,조치원신봉초등학교병설유치원,본교,기존(원)교,공립,,300-20 ,세종특별자치시  조치원읍 서북부로 10 (조치원읍. 신봉초등학교),044-902-1405,044-862-9991,
2020,유치원,유치원,,세종,세종시,세종특별자치시,종촌유치원,본교,기존(원)교,공립,,300-64 ,세종특별자치시  도움1로 164 . 종촌유치원 (종촌동),044-903-2950,044-903-2979,http://jongchon.sjedukg.kr
2020,유치원,유치원,,세종,세종시,세종특별자치시,참샘유치원,본교,기존(원)교,공립,,301-30 ,세종특별자치시  노을1로 27 (한솔동. 참샘유치원),044-868-1791,044-864-1795,http://charmsaem.sjedukg.kr
2020,유치원,유치원,,세종,세종시,세종특별자치시,초롱별유치원,본교,기존(원)교,공립,,301-00 ,세종특별자치시  다솜1로 130 (도담동. 초롱별유치원),044-903-2600,044-903-2610,http://chorong.sjedukg.kr
2020,유치원,유치원,,세종,세종시,세종특별자치시,한결유치원,본교,기존(원)교,공립,,301-24 ,세종특별자치시  다정북로 137 . 다정동 304 (다정동. 한결유치원),044-902-2600,044-902-2629,http://hangyeol.sjedukg.kr
2020,유치원,유치원,,세종,세종시,세종특별자치시,한빛유치원,본교,기존(원)교,공립,,301-51 ,세종특별자치시  시청대로 106 (보람동. 한빛유치원),044-999-5804,044-999-5813,http://hanbit.sjedukg.kr/index.do?sso=ok
2020,유치원,유치원,,세종,세종시,세종특별자치시,한솔유치원,본교,기존(원)교,공립,,301-30 ,세종특별자치시  누리로 32 (한솔동),044-410-4503,044-410-4523,http://www.sjhansol.kg.kr
2020,유치원,유치원,,세종,세종시,세종특별자치시,해들유치원,본교,기존(원)교,공립,,301-53 ,세종특별자치시  보람서로 29 (대평동. 해들유치원),044-902-2400,044-902-2429,http://haedeul.sjedukg.kr
2020,유치원,유치원,,경기,수원시,수원,가온유치원,본교,기존(원)교,사립,,164-20 ,경기도 수원시 장안구 화산로 85 . 가온유치원 (천천동),031-278-5355,031-278-5357,http://www.gaonkids.com
2020,유치원,유치원,,경기,수원시,수원,강남유치원,본교,기존(원)교,사립,,164-26 ,경기도 수원시 권선구 수성로 18 . 강남유치원 (구운동),031-293-7003,031-295-5259,http://cafe.daum.net/jungsun4052/
2020,유치원,유치원,,경기,수원시,수원,경동유치원,본교,기존(원)교,사립,,164-45 ,경기도 수원시 팔달구 고화로 39 . 경동유치원 (고등동),031-244-7775,031-255-0337,http://kyungdong.kidswon.com
2020,유치원,유치원,,경기,수원시,수원,고색초등학교병설유치원,본교,기존(원)교,공립,,166-25 ,경기도 수원시 권선구 매송고색로 681 . 고색초등학교 (고색동),031-293-1314,031-293-1086,http://www.kosaek.es.kr
2020,유치원,유치원,,경기,수원시,수원,고현초등학교병설유치원,본교,기존(원)교,공립,,166-47 ,경기도 수원시 권선구 고현로 12 (고색동. 고현초등학교),031-291-4296,031-291-4295,http://www.go-hyun.es.kr
2020,유치원,유치원,,경기,수원시,수원,곡반초등학교병설유치원,본교,기존(원)교,공립,,165-55 ,경기도 수원시 권선구 덕영대로1323번길 26-14 . 곡반초병설유치원 (권선동. 곡반초등학교),031-221-0705,031-221-0983,http://www.gokban.es.kr
2020,유치원,유치원,,경기,수원시,수원,곡선초등학교병설유치원,본교,기존(원)교,공립,,165-84 ,경기도 수원시 권선구 덕영대로1217번길 36 . 곡선초등학교병설유치원 (권선동. 곡선초등학교),031-235-2192,031-235-2194,http://www.gokseon.es.kr/
2020,유치원,유치원,,경기,수원시,수원,곡정초등학교병설유치원,본교,기존(원)교,공립,,166-64 ,경기도 수원시 권선구 곡선로 7 (권선동. 곡정초등학교),031-239-4223,031-239-3995,http://
2020,유치원,유치원,,경기,수원시,수원,광교초등학교병설유치원,본교,기존(원)교,공립,,162-24 ,경기도 수원시 영통구 대학로 91 . 광교초등학교 (이의동. 광교초등학교병설유치원),031-217-7603,031-217-7604,http://gwanggyo.es.kr/
2020,유치원,유치원,,경기,수원시,수원,광교호수초등학교병설유치원,본교,기존(원)교,공립,,165-17 ,경기도 수원시 영통구 광교호수공원로 205 (원천동. 광교호수초등학교),031-214-3046,031-214-3047,http://www.gwanggyo-hosu.es.kr
2020,유치원,유치원,,경기,수원시,수원,구운초등학교병설유치원,본교,기존(원)교,공립,,164-26 ,경기도 수원시 권선구 여기산로 29 (구운동. 구운초등학교),031-292-4609,031-293-4458,http://www.guun.es.kr
2020,유치원,유치원,,경기,수원시,수원,권선초등학교병설유치원,본교,기존(원)교,공립,,165-69 ,경기도 수원시 권선구 세지로 126번길 27 (권선동. 권선초등학교),031-234-8674,031-239-5998,http://www.kwonsun.es.kr
2020,유치원,유치원,,경기,수원시,수원,금곡킹스키즈유치원,본교,기존(원)교,사립,,163-83 ,경기도 수원시 권선구 금곡로73번길 71 (금곡동.금곡엘지아파트),031-293-4242,031-297-9878,
2020,유치원,유치원,,경기,수원시,수원,금호유치원,본교,기존(원)교,사립,,163-98 ,경기도 수원시 권선구 금호로15번길 15 (금곡동.신미주아파트),031-294-0671,031-295-0671,http://kumho.kidis.co.kr
2020,유치원,유치원,,경기,수원시,수원,꾸러기숲유치원,본교,기존(원)교,사립,,162-05 ,경기도 수원시 장안구 파장천로59번길 12 (파장동),031-271-4599,031-271-4597,http://www.kkurugikid.kr/
2020,유치원,유치원,,경기,수원시,수원,꿈꾸는아이들유치원,본교,기존(원)교,사립,,167-05 ,경기도 수원시 영통구 영일로 26 . 꿈꾸는아이들 유치원 (영통동),031-203-3201,031-203-2201,
2020,유치원,유치원,,경기,수원시,수원,꿈내리유치원,본교,기존(원)교,사립,,163-83 ,경기도 수원시 권선구 금곡로73번길 33 (금곡동.금곡엘지아파트),031-297-7151,031-297-7153,http://cafe.daum.net/dream-come
2020,유치원,유치원,,경기,수원시,수원,꿈누리유치원,본교,기존(원)교,공립,,165-12 ,경기도 수원시 영통구 광교중앙로266번길 79 . 꿈누리유치원 (하동),031-213-2950,031-213-2952,http://ggumnuri.kg.kr
2020,유치원,유치원,,경기,수원시,수원,나라유치원,본교,기존(원)교,사립,,165-48 ,경기도 수원시 영통구 동탄원천로881번길 58 . 나라유치원 (매탄동),031-217-0090,031-217-7131,
2020,유치원,유치원,,경기,수원시,수원,남수원초등학교병설유치원,본교,기존(원)교,공립,,166-57 ,경기도 수원시 권선구 경수대로235번길 24 (세류동. 남수원초등학교),031-222-0328,031-232-8643,http://www.namsuwon.es.kr
2020,유치원,유치원,,경기,수원시,수원,남정유치원,본교,기존(원)교,사립,,162-73 ,경기도 수원시 장안구 영화로 37 . 30 남정유치원 (영화동),031-244-7474,031-247-5556,
2020,유치원,유치원,,경기,수원시,수원,남창초등학교병설유치원,본교,기존(원)교,공립,,162-60 ,경기도 수원시 팔달구 행궁로 44-9 (남창동. 남창초등학교),031-242-8204,031-242-3580,http://namchangcho.es.kr
2020,유치원,유치원,,경기,수원시,수원,녹산유치원,본교,기존(원)교,사립,,162-33 ,경기도 수원시 팔달구 세지로399번길 85 (우만동),031-254-6700,031-248-2745,http://noksan.ipti.co.kr
2020,유치원,유치원,,경기,수원시,수원,늘푸른유치원,본교,기존(원)교,사립,,167-07 ,경기도 수원시 영통구 청명로 142 (영통동.벽산삼익아파트),031-203-8311,031-203-8323,
2020,유치원,유치원,,경기,수원시,수원,능실유치원,본교,기존(원)교,공립,,166-28 ,경기도 수원시 권선구 호매실로165번길 29 (호매실동) 능실유치원,031-298-5127,031-298-5126,http://neungsilu.kg.kr/
2020,유치원,유치원,,경기,수원시,수원,능실초등학교병설유치원,본교,기존(원)교,공립,,166-28 ,경기도 수원시 권선구 호매실로165번길 28 . 능실초등학교병설유치원 (호매실동),031-296-9204,031-296-9206,http://neungsil.es.kr/
2020,유치원,유치원,,경기,수원시,수원,다사랑유치원,본교,기존(원)교,사립,,166-25 ,경기도 수원시 권선구 매송고색로699번길 22 . 다사랑 유치원 (고색동),031-295-0307,031-296-0307,http://cafe.naver.com/kinderloveall
2020,유치원,유치원,,경기,수원시,수원,다솔초등학교병설유치원,본교,기존(원)교,공립,,163-36 ,경기도 수원시 장안구 이목로 24-35 . 다솔초등학교병설유치원 (정자동. 다솔초등학교),031-8019-7823,031-8019-7827,http://www.dasol.es.kr/
2020,유치원,유치원,,경기,수원시,수원,다정유치원,본교,기존(원)교,사립,,166-65 ,경기도 수원시 권선구 경수대로 168번길 102 (권선동),031-234-7004,070-8228-7014,http://
2020,유치원,유치원,,경기,수원시,수원,다현유치원,본교,기존(원)교,사립,,162-71 ,경기도 수원시 장안구 영화로 34 (영화동),031-257-1004,031-257-5116,http://www.dahyun.net
2020,유치원,유치원,,경기,수원시,수원,당수초등학교병설유치원,본교,기존(원)교,공립,,163-74 ,경기도 수원시 권선구 당진로 6 (당수동. 당수초등학교),031-416-1847,031-419-3587,http://www.dangsu.es.kr
2020,유치원,유치원,,경기,수원시,수원,대선초등학교병설유치원,본교,기존(원)교,공립,,166-94 ,경기도 수원시 영통구 봉영로 1432-19 (망포동. 대선초등학교),031-695-9170,031-205-1597,http://www.daeseon.es.kr
2020,유치원,유치원,,경기,수원시,수원,대연유치원,본교,기존(원)교,사립,,163-57 ,경기도 수원시 장안구 덕영대로439번길 1 (율전동),031-269-9740,031-269-9751,http://www.deyen.co.kr
2020,유치원,유치원,,경기,수원시,수원,대평초등학교병설유치원,본교,기존(원)교,공립,,163-33 ,경기도 수원시 장안구 대평로 111 (정자동),031-269-6117,031-269-6102,http://www.daepyong.es.kr
2020,유치원,유치원,,경기,수원시,수원,데레사유치원,본교,기존(원)교,사립,,162-36 ,경기도 수원시 팔달구 팔달문로163번길 88 . 데레사 유치원 (우만동),031-246-5467,031-247-2059,http://www.teresakid.com
2020,유치원,유치원,,경기,수원시,수원,동남보건대학교부설유치원,본교,기존(원)교,사립,,163-28 ,경기도 수원시 장안구 천천로74번길 50 . 동남보건대학교부설유치원 (정자동),031-252-1425,031-252-1429,http://www.dongnamak.kg.kr
